product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,product_type,id,mean_of_ratings
"MILTON Smart Egg Boiler 360-Watts (Transparent and Silver Grey), Boil Up to 7 Eggs",Home&Kitchen,1.099,1.899,42%,4.3,1.811,EggBoilers,1187,Good
"iBELL SEK15L Premium 1.5 Litre Stainless Steel Electric Kettle,1500W Auto Cut-Off Feature,Silver with Black",Home&Kitchen,664.0,1.49,55%,4.0,2.198,ElectricKettles,1188,Average
Tosaa T2STSR Sandwich Gas Toaster Regular (Black),Home&Kitchen,260.0,350.0,26%,3.9,13.127,SandwichMakers,1189,Average
"V-Guard Divino 5 Star Rated 15 Litre Storage Water Heater (Geyser) with Advanced Safety Features, White",Home&Kitchen,6.499,8.5,24%,4.4,5.865,StorageWaterHeaters,1190,Good
"Akiara® - Makes life easy Mini Sewing Machine with Table Set | Tailoring Machine | Hand Sewing Machine with extension table, foot pedal, adapter",Home&Kitchen,1.484,2.499,41%,3.7,1.067,Sewing&EmbroideryMachines,1191,Average
"Usha Steam Pro SI 3713, 1300 W Steam Iron, Powerful steam Output up to 18 g/min, Non-Stick Soleplate (White & Blue)",Home&Kitchen,999.0,1.56,36%,3.6,4.881,SteamIrons,1192,Average
"Wonderchef Nutri-blend Complete Kitchen Machine | 22000 RPM Mixer Grinder, Blender, Chopper, Juicer | 400W Powerful motor | SS Blades | 4 Unbreakable Jars | 2 Years Warranty | Online Recipe Book By Chef Sanjeev Kapoor | Black",Home&Kitchen,3.299,6.5,49%,3.7,11.217,JuicerMixerGrinders,1193,Average
"WIDEWINGS Electric Handheld Milk Wand Mixer Frother for Latte Coffee Hot Milk, Milk Frother for Coffee, Egg Beater, Hand Blender, Coffee Beater with Stand",Home&Kitchen,259.0,999.0,74%,4.0,43.0,HandBlenders,1194,Average
"Morphy Richards Icon Superb 750W Mixer Grinder, 4 Jars, Silver and Black",Home&Kitchen,3.249,7.795,58%,4.2,4.664,MixerGrinders,1195,Good
"Philips Handheld Garment Steamer GC360/30 - Vertical & Horizontal Steaming, 1200 Watt, up to 22g/min",Home&Kitchen,4.28,5.995,29%,3.8,2.112,SteamIrons,1196,Average
"Vedini Transparent Empty Refillable Reusable Fine Mist Spray Bottle for Perfume, Travel with DIY Sticker Set ( 100ml, Pack of 4)",Home&Kitchen,189.0,299.0,37%,4.2,2.737,SprayBottles,1197,Good
"Crompton Sea Sapphira 1200 mm Ultra High Speed 3 Blade Ceiling Fan (Lustre Brown, Pack of 1)",Home&Kitchen,1.449,2.349,38%,3.9,9.019,CeilingFans,1198,Average
"Kuber Industries Waterproof Canvas Laundry Bag/Hamper|Metalic Printed With Handles|Foldable Bin & 45 Liter Capicity|Size 37 x 37 x 46, Pack of 1 (Brown)",Home&Kitchen,199.0,499.0,60%,4.0,10.234,LaundryBaskets,1199,Average
JM SELLER 180 W 2021 Edition Electric Beater High Speed Hand Mixer Egg Beater for Cake Making and Whipping Cream with 7 Speed Control (White) with Free Spatula and Oil Brush,Home&Kitchen,474.0,1.299,64%,4.1,550.0,HandMixers,1200,Good
"Oratech Coffee Frother electric, milk frother electric, coffee beater, cappuccino maker, Coffee Foamer, Mocktail Mixer, Coffee Foam Maker, coffee whisker electric, Froth Maker, coffee stirrers electric, coffee frothers, Coffee Blender, (6 Month Warranty) (Multicolour)",Home&Kitchen,279.0,499.0,44%,4.8,28.0,HandBlenders,1201,Good
"Havells Glaze 74W Pearl Ivory Gold Ceiling Fan, Sweep: 1200 Mm",Home&Kitchen,1.999,4.775,58%,4.2,1.353,CeilingFans,1202,Good
"Pick Ur Needs® Lint Remover for Clothes High Range Rechargeable Lint Shaver for All Types of Clothes, Fabrics, Blanket with 1 Extra Blade Multicolor (Rechargeable)",Home&Kitchen,799.0,1.23,35%,4.1,2.138,LintShavers,1203,Good
"Rico Japanese Technology Rechargeable Wireless Electric Chopper with Replacement Warranty - Stainless Steel Blades, One Touch Operation, 10 Seconds Chopping, Mincing Vegetable, Meat - 250 ML, 30 Watts",Home&Kitchen,949.0,1.999,53%,4.0,1.679,MiniFoodProcessors&Choppers,1204,Average
"Butterfly Smart Wet Grinder, 2L (White) with Coconut Scrapper Attachment, Output - 150 W, Input 260 W",Home&Kitchen,3.657,5.156,29%,3.9,12.837,WetGrinders,1205,Average
"AGARO Marvel 9 Liters Oven Toaster Griller, Cake Baking OTG (Black)",Home&Kitchen,1.699,1.999,15%,4.1,8.873,OvenToasterGrills,1206,Good
Philips GC1920/28 1440-Watt Non-Stick Soleplate Steam Iron,Home&Kitchen,1.849,2.095,12%,4.3,7.681,SteamIrons,1207,Good
Havells OFR 13 Wave Fin with PTC Fan Heater 2900 Watts (Black),Home&Kitchen,12.499,19.825,37%,4.1,322.0,FanHeaters,1208,Good
"Bajaj DHX-9 1000W Heavy Weight Dry Iron with Advance Soleplate and Anti-Bacterial German Coating Technology, Ivory",Home&Kitchen,1.099,1.92,43%,4.2,9.772,DryIrons,1209,Good
"Aquasure From Aquaguard Amaze RO+UV+MTDS,7L storage water purifier,suitable for borewell,tanker,municipal water (Grey) from Eureka Forbes",Home&Kitchen,8.199,16.0,49%,3.9,18.497,WaterFilters&Purifiers,1210,Average
"ROYAL STEP Portable Electric USB Juice Maker Juicer Bottle Blender Grinder Mixer,6 Blades Rechargeable Bottle with (MULTII) (MULTI COLOUR 6 BLED JUICER MIXER)",Home&Kitchen,499.0,2.199,77%,3.7,53.0,JuicerMixerGrinders,1211,Average
"KENT 16068 Zoom Vacuum Cleaner for Home and Car 130 W | Cordless, Hoseless, Rechargeable HEPA Filters Vacuum Cleaner with Cyclonic Technology | Bagless Design and Multi Nozzle Operation | Blue",Home&Kitchen,6.999,14.999,53%,4.1,1.728,HandheldVacuums,1212,Good
ENEM Sealing Machine | 12 Inch (300 mm) | 1 Year Warranty | Full Customer Support | Beep Sound Function | Plastic Packing Machine | Plastic Bag Sealing Machine | Heat Sealer Machine | Plastic Sealing Machine | Blue | Made in India,Home&Kitchen,1.595,1.799,11%,4.0,2.877,VacuumSealers,1213,Average
Wipro Vesta 1200 Watt GD203 Heavyweight Automatic Dry Iron| Quick Heat Up| Anti bacterial German Weilburger Double Coated Black Soleplate |2 Years Warranty,Home&Kitchen,1.049,1.95,46%,3.8,250.0,DryIrons,1214,Average
"Inalsa Electric Kettle Prism Inox - 1350 W with LED Illumination & Boro-Silicate Body, 1.8 L Capacity along with Cordless Base, 2 Year Warranty (Black)",Home&Kitchen,1.182,2.995,61%,4.2,5.178,Kettle&ToasterSets,1215,Good
"VRPRIME Lint Roller Lint Remover for Clothes, Pet | 360 Sheets Reusable Sticky Easy-Tear Sheet Brush for Clothes, Furniture, Carpet, Dog Fur, Sweater, Dust & Dirt (4 Rolls - 90 Sheet Each Roll)",Home&Kitchen,499.0,999.0,50%,4.6,79.0,LintShavers,1216,Good
"Philips AC1215/20 Air purifier, removes 99.97% airborne pollutants, 4-stage filtration with True HEPA filter (white)",Home&Kitchen,8.799,11.995,27%,4.1,4.157,HEPAAirPurifiers,1217,Good
"Eopora PTC Ceramic Fast Heating Room Heater for Bedroom, 1500/1000 Watts Room Heater for Home, Electric Heater, Electric Fan Heater for Home Office Bedroom (White)",Home&Kitchen,1.529,2.999,49%,3.3,29.0,ElectricHeaters,1218,Average
"Usha Goliath GO1200WG Heavy Weight 1200-Watt Dry Iron, 1.8 Kg(Red)",Home&Kitchen,1.199,1.69,29%,4.2,4.58,DryIrons,1219,Good
"Wipro Vesta Electric Egg Boiler, 360 Watts, 3 Boiling Modes, Stainless Steel Body and Heating Plate, Boils up to 7 Eggs at a time, Automatic Shut Down, White, Standard (VB021070)",Home&Kitchen,1.052,1.79,41%,4.3,1.404,EggBoilers,1220,Good
Philips Viva Collection HR1832/00 1.5-Litre400-Watt Juicer (Ink Black),Home&Kitchen,6.499,8.995,28%,4.3,2.81,Juicers,1221,Good
Kitchenwell Multipurpose Portable Electronic Digital Weighing Scale Weight Machine | Weight Machine | 10 Kg,Home&Kitchen,239.0,239.0,0%,4.3,7.0,DigitalScales,1222,Good
"FIGMENT Handheld Milk Frother Rechargeable, 3-Speed Electric Frother for Coffee with 2 Whisks and Coffee Decoration Tool, Coffee Frother Mixer, CRESCENT ENTERPRISES VRW0.50BK (A1)",Home&Kitchen,699.0,1.599,56%,4.7,1.729,HandBlenders,1223,Good
"Balzano High Speed Nutri Blender/Mixer/Smoothie Maker - 500 Watt - Silver, 2 Jar",Home&Kitchen,2.599,4.29,39%,4.4,2.116,SmallKitchenAppliances,1224,Good
"Swiss Military VC03 Wireless Car Vacuum Cleaner | Wireless Vacuum Cleaner for Home, Car, Living Room | Wireless Vacuum Cleaner Dust Collection/Lighting Car Pet Hair Vacuum with Powerful Motor",Home&Kitchen,1.547,2.89,46%,3.9,463.0,HandheldVacuums,1225,Average
"Zuvexa USB Rechargeable Electric Foam Maker - Handheld Milk Wand Mixer Frother for Hot Milk, Hand Blender Coffee, Egg Beater (Black)",Home&Kitchen,499.0,1.299,62%,4.7,54.0,HandBlenders,1226,Good
Usha IH2415 1500-Watt Immersion Heater (Silver),Home&Kitchen,510.0,640.0,20%,4.1,7.229,ImmersionRods,1227,Good
ACTIVA Instant 3 LTR 3 KVA SPECIAL Anti Rust Coated Tank Geyser with Full ABS Body with 5 Year Warranty Premium (White),Home&Kitchen,1.899,3.79,50%,3.8,3.842,InstantWaterHeaters,1228,Average
"Havells Instanio 1-Litre 3KW Instant Water Heater (Geyser), White Blue",Home&Kitchen,2.599,4.56,43%,4.4,646.0,InstantWaterHeaters,1229,Good
"Lifelong 2-in1 Egg Boiler and Poacher 500-Watt (Transparent and Silver Grey), Boil 8 eggs, Poach 4 eggs, Easy to clean| 3 Boiling Modes, Stainless Steel Body and Heating Plate, Automatic Turn-Off",Home&Kitchen,1.199,3.5,66%,4.3,1.802,EggBoilers,1230,Good
"INDIAS®™ Electro-Instant Water Geyser A.B.S. Body Shock Proof Can be Used in Bathroom, Kitchen, wash Area, Hotels, Hospital etc.",Home&Kitchen,999.0,2.6,62%,3.4,252.0,InstantWaterHeaters,1231,Average
AmazonBasics Induction Cooktop 1600 Watt (Black),Home&Kitchen,1.999,3.3,39%,4.2,780.0,InductionCooktop,1232,Good
"Sui Generis Electric Handheld Milk Wand Mixer Frother for Latte Coffee Hot Milk, Milk Frother, Electric Coffee Beater, Egg Beater, Latte Maker, Mini Hand Blender Cappuccino Maker (Multicolor)",Home&Kitchen,210.0,699.0,70%,3.7,74.0,HandBlenders,1233,Average
"Philips Air Purifier Ac2887/20,Vitashield Intelligent Purification,Long Hepa Filter Life Upto 17000 Hours,Removes 99.9% Airborne Viruses & Bacteria,99.97% Airborne Pollutants,Ideal For Master Bedroom",Home&Kitchen,14.499,23.559,38%,4.3,2.026,HEPAAirPurifiers,1234,Good
"Esquire Laundry Basket Brown, 50 Ltr Capacity(Plastic)",Home&Kitchen,950.0,1.599,41%,4.3,5.911,LaundryBaskets,1235,Good
"PHILIPS Air Fryer HD9200/90, uses up to 90% less fat, 1400W, 4.1 Liter, with Rapid Air Technology (Black), Large",Home&Kitchen,7.199,9.995,28%,4.4,1.964,AirFryers,1236,Good
Havells Bero Quartz Heater Black 800w 2 Heat Settings 2 Year Product Warranty,Home&Kitchen,2.439,2.545,4%,4.1,25.0,ElectricHeaters,1237,Good
"Philips EasyTouch Plus Standing Garment Steamer GC523/60 - 1600 Watt, 5 Steam Settings, Up to 32 g/min steam, with Double Pole",Home&Kitchen,7.799,8.995,13%,4.0,3.16,SteamIrons,1238,Average
"Brayden Chopro, Electric Vegetable Chopper for Kitchen with 500 ML Capacity, 400 Watts Copper Motor and 4 Bi-Level SS Blades (Black)",Home&Kitchen,1.599,1.999,20%,4.4,1.558,MiniFoodProcessors&Choppers,1239,Good
"Wonderchef Nutri-blend Mixer, Grinder & Blender | Powerful 400W 22000 RPM motor | Stainless steel Blades | 3 unbreakable jars | 2 Years warranty | Online recipe book by Chef Sanjeev Kapoor | Black",Home&Kitchen,2.899,5.5,47%,3.8,8.958,MixerGrinders,1240,Average
Usha Janome Dream Stitch Automatic Zig-Zag Electric Sewing Machine with 14 Stitch Function (White and Blue) with Free Sewing KIT Worth RS 500,Home&Kitchen,9.799,12.15,19%,4.3,13.251,Sewing&EmbroideryMachines,1241,Good
Black+Decker Handheld Portable Garment Steamer 1500 Watts with Anti Calc (Violet),Home&Kitchen,3.299,4.995,34%,3.8,1.393,SteamIrons,1242,Average
"Personal Size Blender, Portable Blender, Battery Powered USB Blender, with Four Blades, Mini Blender Travel Bottle for Juice, Shakes, and Smoothies (Pink)",Home&Kitchen,669.0,1.499,55%,2.3,13.0,HandBlenders,1243,Average
Sujata Powermatic Plus 900 Watts Juicer Mixer Grinder,Home&Kitchen,5.89,7.506,22%,4.5,7.241,JuicerMixerGrinders,1244,Good
"Sure From Aquaguard Delight NXT RO+UV+UF+Taste Adjuster(MTDS),6L water purifier,8 stages purification,Suitable for borewell,tanker,municipal water(Black) from Eureka Forbes",Home&Kitchen,9.199,18.0,49%,4.0,16.02,WaterFilters&Purifiers,1245,Average
"PrettyKrafts Laundry Basket for clothes with Lid & Handles, Toys Organiser, 75 Ltr Grey",Home&Kitchen,351.0,1.099,68%,3.7,1.47,LaundryBaskets,1246,Average
Dr Trust Electronic Kitchen Digital Scale Weighing Machine (Blue),Health&PersonalCare,899.0,1.9,53%,4.0,3.663,DigitalBathroomScales,1247,Average
"Tesora - Inspired by you Large Premium Electric Kettle 1.8L, Stainless Steel Inner Body - Auto Power Cut, Boil Dry Protection & Cool Touch Double Wall, Portable | 1500 Watts |1 Year Warranty | (White)",Home&Kitchen,1.349,1.85,27%,4.4,638.0,Kettle&ToasterSets,1248,Good
"AGARO Ace 1600 Watts, 21.5 kPa Suction Power, 21 litres Wet & Dry Stainless Steel Vacuum Cleaner with Blower Function and Washable Dust Bag",Home&Kitchen,6.236,9.999,38%,4.1,3.552,Wet-DryVacuums,1249,Good
"INALSA Hand Blender 1000 Watt with Chopper, Whisker, 600 ml Multipurpose Jar|Variable Speed And Turbo Speed Function |100% Copper Motor |Low Noise |ANTI-SPLASH TECHNOLOGY|2 Year Warranty",Home&Kitchen,2.742,3.995,31%,4.4,11.148,HandBlenders,1250,Good
"akiara - Makes life easy Electric Handy Sewing/Stitch Handheld Cordless Portable White Sewing Machine for Home Tailoring, Hand Machine | Mini Silai | White Hand Machine with Adapter",Home&Kitchen,721.0,1.499,52%,3.1,2.449,Sewing&EmbroideryMachines,1251,Average
"Philips EasySpeed Plus Steam Iron GC2145/20-2200W, Quick Heat Up with up to 30 g/min steam, 110 g steam Boost, Scratch Resistant Ceramic Soleplate, Vertical steam & Drip-Stop",Home&Kitchen,2.903,3.295,12%,4.3,2.299,SteamIrons,1252,Good
"INALSA Electric Chopper Bullet- 400 Watts with 100% Pure Copper Motor| Chop, Mince, Puree, Dice | Twin Blade Technology| 900 ml Capacity| One Touch Operation, 1.30mtr Long Power Cord (Black/Silver)",Home&Kitchen,1.656,2.695,39%,4.4,6.027,MiniFoodProcessors&Choppers,1253,Good
"Borosil Electric Egg Boiler, 8 Egg Capacity, For Hard, Soft, Medium Boiled Eggs, Steamed Vegetables, Transparent Lid, Stainless Steel Exterior (500 Watts)",Home&Kitchen,1.399,2.29,39%,4.4,461.0,EggBoilers,1254,Good
Wipro Vesta Grill 1000 Watt Sandwich Maker |Dual function-SW Maker&Griller|Non stick Coat -BPA&PTFE Free |Auto Temp Cut-off| Height Control -180ᶿ&105ᶿ |2 year warranty|SS Finish|Standard size,Home&Kitchen,2.079,3.099,33%,4.1,282.0,SandwichMakers,1255,Good
Rico IRPRO 1500 Watt Japanese Technology Electric Water Heater Immersion Rod Shockproof Protection & Stainless Steel Heating Element for Instant Heating| ISI Certified 1 Year Replacement Warranty,Home&Kitchen,999.0,1.075,7%,4.1,9.275,ImmersionRods,1256,Good
"Eureka Forbes Active Clean 700 Watts Powerful Suction & Blower Vacuum Cleaner with Washable HEPA Filter & 6 Accessories,1 Year Warranty,Compact,Light Weight & Easy to use (Red & Black)",Home&Kitchen,3.179,6.999,55%,4.0,743.0,HandheldVacuums,1257,Average
"CSI INTERNATIONAL® Instant Water Geyser, Water Heater, Portable Water Heater, Geyser Made of First Class ABS Plastic 3KW (White)",Home&Kitchen,1.049,2.499,58%,3.6,328.0,InstantWaterHeaters,1258,Average
Hindware Atlantic Xceed 5L 3kW Instant Water Heater with Copper Heating Element and High Grade Stainless Steel Tank,Home&Kitchen,3.599,7.29,51%,3.9,942.0,InstantWaterHeaters,1259,Average
Morphy Richards New Europa 800-Watt Espresso and Cappuccino 4-Cup Coffee Maker (Black),Home&Kitchen,4.799,5.795,17%,3.9,3.815,EspressoMachines,1260,Average
"Lifelong Power - Pro 500 Watt 3 Jar Mixer Grinder with 3 Speed Control and 1100 Watt Dry Non-Stick soleplate Iron Super Combo (White and Grey, 1 Year Warranty)",Home&Kitchen,1.699,3.398,50%,3.8,7.988,MixerGrinders,1261,Average
"iBELL Castor CTEK15L Premium 1.5 Litre Stainless Steel Electric Kettle,1500W Auto Cut-Off Feature,Silver",Home&Kitchen,664.0,1.49,55%,4.1,925.0,Kettle&ToasterSets,1262,Good
"BAJAJ PYGMY MINI 110 MM 10 W HIGH SPEED OPERATION, USB CHARGING, MULTI-CLIP FUNCTION PERSONAL FAN",Home&Kitchen,948.0,1.62,41%,4.1,4.37,TableFans,1263,Good
"Crompton InstaGlide 1000-Watts Dry Iron with American Heritage Coating, Pack of 1 Iron",Home&Kitchen,850.0,1.0,15%,4.1,7.619,DryIrons,1264,Good
Prestige Clean Home Water Purifier Cartridge,Home&Kitchen,600.0,640.0,6%,3.8,2.593,WaterCartridges,1265,Average
Morphy Richards Aristo 2000 Watts PTC Room Heater (White),Home&Kitchen,3.711,4.495,17%,4.3,356.0,ElectricHeaters,1266,Good
"Gadgetronics Digital Kitchen Weighing Scale & Food Weight Machine for Health, Fitness, Home Baking & Cooking (10 KGs,1 Year Warranty & Batteries Included)",Home&Kitchen,799.0,2.999,73%,4.5,63.0,DigitalKitchenScales,1267,Good
"HUL Pureit Germkill kit for Advanced 23 L water purifier - 3000 L Capacity, Sand, Multicolour",Home&Kitchen,980.0,980.0,0%,4.2,4.74,WaterPurifierAccessories,1268,Good
"Tom & Jerry Folding Laundry Basket for Clothes with Lid & Handle, Toys Organiser, 75 Litre, Green",Home&Kitchen,351.0,899.0,61%,3.9,296.0,LaundryBaskets,1269,Average
"Ikea Little Loved Corner PRODUKT Milk-frother, Coffee/Tea Frother, Handheld Milk Wand Mixer Frother, Black",Home&Kitchen,229.0,499.0,54%,3.5,185.0,MilkFrothers,1270,Average
"Philips EasySpeed Plus Steam Iron GC2147/30-2400W, Quick Heat up with up to 30 g/min steam, 150g steam Boost, Scratch Resistant Ceramic Soleplate, Vertical steam, Drip-Stop",Home&Kitchen,3.349,3.995,16%,4.3,1.954,SteamIrons,1271,Good
"Bajaj New Shakti Neo Plus 15 Litre 4 Star Rated Storage Water Heater (Geyser) with Multiple Safety System, White",Home&Kitchen,5.499,11.5,52%,3.9,959.0,StorageWaterHeaters,1272,Average
"House of Quirk Reusable Sticky Picker Cleaner Easy-Tear Sheets Travel Pet Hair Lint Rollers Brush (10cm Sheet, Set of 3 Rolls, 180 Sheets, 60 Sheets Each roll Lint Roller Remover, Multicolour)",Home&Kitchen,299.0,499.0,40%,3.9,1.015,LintShavers,1273,Average
"Allin Exporters J66 Ultrasonic Humidifier Cool Mist Air Purifier for Dryness, Cold & Cough Large Capacity for Room, Baby, Plants, Bedroom (2.4 L) (1 Year Warranty)",Home&Kitchen,2.249,3.55,37%,4.0,3.973,Humidifiers,1274,Average
Multifunctional 2 in 1 Electric Egg Boiling Steamer Egg Frying Pan Egg Boiler Electric Automatic Off with Egg Boiler Machine Non-Stick Electric Egg Frying Pan-Tiger Woods (Multy),Home&Kitchen,699.0,1.599,56%,4.7,2.3,EggBoilers,1275,Good
"Maharaja Whiteline Nano Carbon Neo, 500 Watts Room Heater (Black, White), Standard (5200100986)",Home&Kitchen,1.235,1.499,18%,4.1,203.0,ElectricHeaters,1276,Good
"KENT Electric Chopper-B for Kitchen 250 Watt | Chop, Mince, Puree, Whisk, 400 ml Capacity | Stainless Steel Double Chopping Blades | Transparent Chopping Bowl | Anti-Skid | One Touch Operation | Black",Home&Kitchen,1.349,2.999,55%,3.8,441.0,MiniFoodProcessors&Choppers,1277,Average
Crompton Amica 15-L 5 Star Rated Storage Water Heater (Geyser) with Free Installation (White),Home&Kitchen,6.8,11.5,41%,4.1,10.308,StorageWaterHeaters,1278,Good
"KENT 16025 Sandwich Grill 700W | Non-Toxic Ceramic Coating | Automatic Temperature Cut-off with LED Indicator | Adjustable Height Control, Metallic Silver, Standard",Home&Kitchen,1.699,1.975,14%,4.1,4.716,SandwichMakers,1280,Good
"Candes Gloster All in One Silent Blower Fan Room Heater Ideal for Small and Medium Area, 2000 Watts (White)",Home&Kitchen,1.069,1.699,37%,3.9,313.0,FanHeaters,1281,Average
"Inalsa Electric Fan Heater Hotty - 2000 Watts Variable Temperature Control Cool/Warm/Hot Air Selector | Over Heat Protection | ISI Certification, White",Home&Kitchen,1.349,2.495,46%,3.8,166.0,FanHeaters,1282,Average
Havells Zella Flap Auto Immersion Rod 1500 Watts,Home&Kitchen,1.499,3.5,57%,4.1,303.0,ImmersionRods,1283,Good
"iBELL SM1301 3-in-1 Sandwich Maker with Detachable Plates for Toast / Waffle / Grill , 750 Watt (Black)",Home&Kitchen,2.092,4.6,55%,4.3,562.0,SandwichMakers,1284,Good
"Inalsa Vacuum Cleaner Wet and Dry Micro WD10 with 3in1 Multifunction Wet/Dry/Blowing| 14KPA Suction and Impact Resistant Polymer Tank,(Yellow/Black)",Home&Kitchen,3.859,10.295,63%,3.9,8.095,Wet-DryVacuums,1285,Average
"MR. BRAND Portable USB Juicer Electric USB Juice Maker Mixer Bottle Blender Grinder Mixer,6 Blades Rechargeable Bottle with (Multi color) (MULTI MIXER 6 BLED)",Home&Kitchen,499.0,2.199,77%,2.8,109.0,JuicerMixerGrinders,1286,Average
Crompton Hill Briz Deco 1200mm (48 inch) High Speed Designer Ceiling Fan (Smoked Brown),Home&Kitchen,1.804,2.38,24%,4.0,15.382,CeilingFans,1287,Average
"Sujata Powermatic Plus, Juicer Mixer Grinder with Chutney Jar, 900 Watts, 3 Jars (White)",Home&Kitchen,6.525,8.82,26%,4.5,5.137,JuicerMixerGrinders,1288,Good
Aquadpure Copper + Mineral RO+UV+UF 10 to 12 Liter RO + UV + TDS ADJUSTER Water Purifier with Copper Charge Technology black & copper Best For Home and Office (Made In India),Home&Kitchen,4.999,24.999,80%,4.6,124.0,WaterFilters&Purifiers,1289,Good
Amazon Basics 650 Watt Drip Coffee Maker with Borosilicate Carafe,Home&Kitchen,1.189,2.4,50%,4.1,618.0,DripCoffeeMachines,1290,Good
"Crompton Insta Delight Fan Circulator Room Heater with 3 Heat Settings (Slate Grey & Black, 2000 Watt)",Home&Kitchen,2.59,4.2,38%,4.1,63.0,FanHeaters,1291,Good
!!HANEUL!!1000 Watt/2000-Watt Room Heater!! Fan Heater!!Pure White!!HN-2500!!Made in India!!Thermoset!!,Home&Kitchen,899.0,1.599,44%,3.4,15.0,FanHeaters,1292,Average
"Melbon VM-905 2000-Watt Room Heater (ISI Certified, White Color) Ideal Electric Fan Heater for Small to Medium Room/Area (Plastic Body)",Home&Kitchen,998.0,2.999,67%,4.6,9.0,FanHeaters,1293,Good
"Cello Eliza Plastic Laundry Bag/Basket, 50 litres, Light Grey",Home&Kitchen,998.06,1.282,22%,4.2,7.274,LaundryBaskets,1294,Good
ACTIVA 1200 MM HIGH SPEED 390 RPM BEE APPROVED 5 STAR RATED APSRA CEILING FAN BROWN 2 Years Warranty,Home&Kitchen,1.099,1.99,45%,3.9,5.911,CeilingFans,1295,Average
Shakti Technology S5 High Pressure Car Washer Machine 1900 Watts and Pressure 125 Bar with 10 Meter Hose Pipe,Home&Kitchen,5.999,9.999,40%,4.2,170.0,"PressureWashers,Steam&WindowCleaners",1296,Good
"AMERICAN MICRONIC- Imported Wet & Dry Vacuum Cleaner, 21 Litre Stainless Steel with Blower & HEPA filter, 1600 Watts 100% Copper Motor 28 KPa suction with washable reusable dust bag (Red/Black/Steel)-AMI-VCD21-1600WDx",Home&Kitchen,8.886,11.85,25%,4.2,3.065,Wet-DryVacuums,1297,Good
"Demokrazy New Nova Lint Cum Fuzz Remover for All Woolens Sweaters, Blankets, Jackets Remover Pill Remover from Carpets, Curtains (Pack of 1)",Home&Kitchen,475.0,999.0,52%,4.1,1.021,LintShavers,1298,Good
"Instant Pot Air Fryer, Vortex 2QT, Touch Control Panel, 360° EvenCrisp™ Technology, Uses 95 % less Oil, 4-in-1 Appliance: Air Fry, Roast, Bake, Reheat (Vortex 1.97Litre, Black)",Home&Kitchen,4.995,20.049,75%,4.8,3.964,AirFryers,1299,Good
HUL Pureit Eco Water Saver Mineral RO+UV+MF AS wall mounted/Counter top Black 10L Water Purifier,Home&Kitchen,13.999,24.85,44%,4.4,8.948,WaterFilters&Purifiers,1300,Good
"Livpure Glo Star RO+UV+UF+Mineraliser - 7 L Storage Tank, 15 LPH Water Purifier for Home, Black",Home&Kitchen,8.499,16.49,48%,4.3,97.0,WaterFilters&Purifiers,1301,Good
"Philips Hi113 1000-Watt Plastic Body Ptfe Coating Dry Iron, Pack of 1",Home&Kitchen,949.0,975.0,3%,4.3,7.223,DryIrons,1302,Good
Kuber Industries Round Non Woven Fabric Foldable Laundry Basket|Toy Storage Basket|Cloth Storage Basket With Handles| Capicity 45 Ltr (Grey & Black)-KUBMART11446,Home&Kitchen,395.0,499.0,21%,4.0,330.0,LaundryBaskets,1303,Average
"Preethi MGA-502 0.4-Litre Grind and Store Jar (White), stainless steel, Set of 1",Home&Kitchen,635.0,635.0,0%,4.3,4.57,StandMixerAccessories,1304,Good
"Usha Aurora 1000 W Dry Iron with Innovative Tail Light Indicator, Weilburger Soleplate (White & Grey)",Home&Kitchen,717.0,1.39,48%,4.0,4.867,DryIrons,1305,Average
"ECOVACS DEEBOT N8 2-in-1 Robotic Vacuum Cleaner, 2022 New Launch, Most Powerful Suction, Covers 2000+ Sq. Ft in One Charge, Advanced dToF Technology with OZMO Mopping (DEEBOT N8) - White",Home&Kitchen,27.9,59.9,53%,4.4,5.298,RoboticVacuums,1306,Good
"Kent Gold, Optima, Gold+ Spare Kit",Home&Kitchen,649.0,670.0,3%,4.1,7.786,WaterCartridges,1307,Good
AVNISH Tap Water Purifier Filter Faucet 6 Layer Carbon Activated Dust Chlorine Remover Water Softener for Drinking Cartridge Alkaline Taps for Kitchen Sink Bathroom Wash Basin (6-Layer Filtration),Home&Kitchen,193.0,399.0,52%,3.6,37.0,WaterPurifierAccessories,1308,Average
Khaitan ORFin Fan heater for Home and kitchen-K0 2215,Home&Kitchen,1.299,2.495,48%,2.0,2.0,FanHeaters,1309,Poor
USHA RapidMix 500-Watt Copper Motor Mixer Grinder with 3 Jars and 5 Years Warranty(Sea Green/White),Home&Kitchen,2.449,3.39,28%,4.0,5.206,MixerGrinders,1310,Average
"CSI INTERNATIONAL® Instant Water Geyser, Water Heater, Portable Water Heater, Geyser Made of First Class ABS Plastic 3KW (Red)",Home&Kitchen,1.049,2.499,58%,3.7,638.0,InstantWaterHeaters,1311,Average
Havells Gatik Neo 400mm Pedestal Fan (Aqua Blue),Home&Kitchen,2.399,4.2,43%,3.8,397.0,TableFans,1312,Average
